Temperature,Humidity,Moisture,Soil_pH,Electrical_Conductivity,Organic_Carbon,Nitrogen,Phosphorus,Potassium,Sulfur,Zinc,Iron,Soil_Type,Crop_Type,Soil_Health_Score,Soil_Health_Category,Recommended_Fertilizer,Fertilizer_Amount_kg_per_acre,Recommendation_Reason
22.43,39.3,65,6.87,0.21,0.83,336,39,284,5.83,2.04,8.03,Silty,Potato,92,Excellent,Compost,500,Maintain soil organic matter.
27.5,72.88,27,4.69,1.9,0.49,149,5,83,17.55,1.83,6.84,Black,Groundnut,38,Poor,MOP,150,Improve deficient nutrients.
39.79,74.82,70,6.68,0.26,1.15,346,43,195,15.06,0.76,3.05,Silty,Sugarcane,93,Excellent,Compost,500,Maintain soil organic matter.
25.77,45.76,39,7.47,0.61,0.75,219,26,173,23.62,0.34,5.69,Sandy,Soybean,71,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
32.39,79.86,39,8.16,2.92,0.42,100,17,85,18.57,1.78,2.77,Sandy,Sugarcane,30,Poor,DAP,150,Improve deficient nutrients.
22.65,79.01,18,4.91,1.62,0.39,67,15,64,21.98,1.49,9.02,Clay,Maize,59,Poor,Urea,150,Improve deficient nutrients.
23.69,92.34,37,4.86,2.56,0.48,133,8,91,25.19,0.56,3.36,Sandy,Soybean,28,Poor,MOP,150,Improve deficient nutrients.
33.2,77.65,27,5.45,1.54,0.44,157,11,60,6.53,1.52,7.79,Black,Rice,58,Poor,Urea,150,Improve deficient nutrients.
22.77,40.0,39,7.35,0.94,0.74,191,31,164,5.99,1.05,4.58,Red,Soybean,61,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
30.24,52.05,25,4.91,2.73,0.3,45,8,101,8.59,0.48,5.98,Laterite,Tomato,45,Poor,Urea,150,Improve deficient nutrients.
26.41,72.7,51,6.25,0.99,1.12,374,33,217,6.63,0.84,5.42,Silty,Groundnut,86,Excellent,Compost,500,Maintain soil organic matter.
24.12,31.58,27,5.44,2.62,0.41,42,18,83,20.25,0.5,8.25,Red,Maize,34,Poor,MOP,150,Improve deficient nutrients.
30.28,49.97,58,7.11,0.2,1.4,398,40,238,23.6,0.49,8.22,Laterite,Maize,80,Excellent,Compost,500,Maintain soil organic matter.
25.69,43.92,38,6.89,1.39,0.62,226,25,165,25.65,0.96,5.63,Red,Cotton,68,Healthy,DAP,100,Correct moderate nutrient imbalance.
19.64,56.78,60,6.27,0.47,1.26,407,40,227,25.02,0.93,5.76,Red,Tomato,90,Excellent,Compost,500,Maintain soil organic matter.
35.74,76.45,52,7.1,0.76,1.37,396,39,296,9.26,2.4,3.11,Black,Potato,98,Excellent,Compost,500,Maintain soil organic matter.
38.48,65.2,26,4.72,1.57,0.13,113,11,102,9.27,0.4,4.92,Clay,Cotton,23,Poor,Vermicompost,150,Improve deficient nutrients.
34.33,86.51,56,5.94,0.8,0.87,241,18,136,9.58,1.4,2.96,Sandy,Groundnut,66,Healthy,DAP,100,Correct moderate nutrient imbalance.
23.56,45.28,67,6.22,0.75,0.99,413,33,210,21.69,1.24,9.0,Laterite,Maize,94,Excellent,Compost,500,Maintain soil organic matter.
25.66,34.51,24,8.4,1.59,0.34,147,8,41,6.92,2.17,5.63,Sandy,Soybean,51,Poor,Vermicompost,150,Improve deficient nutrients.
38.5,35.25,59,6.72,0.51,1.19,392,28,225,11.22,1.02,8.04,Silty,Sugarcane,95,Excellent,Compost,500,Maintain soil organic matter.
36.62,39.18,31,8.32,1.84,0.27,126,18,84,8.1,2.09,8.92,Silty,Potato,55,Poor,MOP,150,Improve deficient nutrients.
28.52,81.23,41,7.4,0.6,0.52,230,16,145,6.88,1.51,9.34,Red,Soybean,75,Healthy,DAP,100,Correct moderate nutrient imbalance.
19.34,51.35,26,8.77,1.62,0.38,120,12,116,29.33,1.76,2.93,Black,Rice,32,Poor,Vermicompost,150,Improve deficient nutrients.
33.44,82.43,38,4.51,2.78,0.2,158,14,61,6.32,2.48,9.36,Silty,Sugarcane,56,Poor,NPK 10-26-26,150,Improve deficient nutrients.
35.84,93.03,67,7.13,0.3,1.19,315,34,242,25.23,0.62,5.75,Laterite,Tomato,95,Excellent,Compost,500,Maintain soil organic matter.
29.08,77.05,57,5.84,1.44,0.69,273,28,212,12.0,1.86,2.99,Silty,Groundnut,63,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
19.77,74.06,63,7.11,0.92,1.32,343,43,248,10.18,2.07,5.55,Laterite,Rice,91,Excellent,Compost,500,Maintain soil organic matter.
18.46,56.06,17,8.52,1.85,0.45,129,14,45,20.7,2.02,7.69,Clay,Maize,22,Poor,Urea,150,Improve deficient nutrients.
34.33,55.64,38,5.96,1.29,0.6,253,19,131,15.57,1.67,7.76,Black,Cotton,67,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
18.07,60.09,56,7.21,0.84,0.57,286,16,205,21.92,1.06,2.19,Loamy,Sugarcane,62,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
32.59,72.57,42,6.88,1.41,0.61,254,26,158,16.3,0.73,3.22,Red,Sugarcane,61,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
30.09,57.98,45,7.1,1.27,0.69,219,34,194,6.7,1.89,6.37,Sandy,Soybean,68,Healthy,DAP,100,Correct moderate nutrient imbalance.
25.44,47.65,27,8.68,2.98,0.42,52,14,53,18.33,2.07,3.66,Silty,Millet,53,Poor,Vermicompost,150,Improve deficient nutrients.
19.9,35.92,40,6.37,0.9,0.6,251,25,147,19.11,0.26,7.31,Sandy,Tomato,65,Healthy,DAP,100,Correct moderate nutrient imbalance.
19.63,44.57,48,7.15,0.31,1.17,390,37,200,28.48,1.95,7.7,Laterite,Soybean,99,Excellent,Compost,500,Maintain soil organic matter.
38.9,44.57,34,8.59,2.84,0.28,51,11,94,28.38,2.0,8.37,Sandy,Wheat,22,Poor,Vermicompost,150,Improve deficient nutrients.
26.58,75.32,46,6.62,0.56,0.83,284,30,314,26.14,0.36,2.03,Black,Cotton,100,Excellent,Compost,500,Maintain soil organic matter.
20.83,70.35,27,5.2,2.25,0.26,104,6,82,29.13,0.66,2.57,Clay,Potato,49,Poor,Vermicompost,150,Improve deficient nutrients.
28.28,38.81,29,5.37,1.87,0.24,174,9,117,13.78,2.21,6.68,Loamy,Rice,21,Poor,DAP,150,Improve deficient nutrients.
22.82,67.32,65,6.41,0.54,1.16,336,42,272,19.5,0.45,2.42,Clay,Tomato,92,Excellent,Compost,500,Maintain soil organic matter.
27.27,33.85,46,6.74,0.87,1.21,413,44,222,11.5,0.38,3.89,Red,Potato,96,Excellent,Compost,500,Maintain soil organic matter.
25.39,50.83,20,5.49,2.08,0.5,110,9,51,11.03,1.17,8.64,Clay,Tomato,34,Poor,Vermicompost,150,Improve deficient nutrients.
25.73,94.64,36,6.56,1.01,0.71,273,28,158,29.27,0.67,6.28,Clay,Sugarcane,70,Healthy,DAP,100,Correct moderate nutrient imbalance.
23.74,76.3,66,6.98,0.42,0.83,302,54,238,11.04,1.08,6.16,Red,Potato,84,Excellent,Compost,500,Maintain soil organic matter.
31.81,35.95,35,8.94,1.99,0.12,112,15,81,26.76,2.32,2.9,Silty,Groundnut,51,Poor,MOP,150,Improve deficient nutrients.
36.95,65.83,40,4.63,2.21,0.28,54,16,94,22.44,1.26,3.26,Sandy,Tomato,39,Poor,Vermicompost,150,Improve deficient nutrients.
32.77,53.25,38,6.71,0.87,0.88,283,20,164,28.9,1.5,5.57,Red,Soybean,78,Healthy,DAP,100,Correct moderate nutrient imbalance.
29.68,41.7,55,7.29,1.26,0.62,216,17,182,20.53,1.86,7.91,Red,Potato,63,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
27.1,81.44,46,6.34,0.75,1.49,295,40,294,23.44,1.37,4.89,Clay,Groundnut,84,Excellent,Compost,500,Maintain soil organic matter.
21.36,59.78,41,6.22,0.87,0.86,254,21,216,17.41,0.84,5.55,Black,Maize,63,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
19.14,91.97,22,8.77,2.02,0.32,116,10,85,25.41,1.06,8.14,Clay,Wheat,29,Poor,MOP,150,Improve deficient nutrients.
32.84,80.83,48,7.11,0.98,1.22,348,49,252,27.4,2.09,9.21,Laterite,Tomato,100,Excellent,Compost,500,Maintain soil organic matter.
20.83,47.92,23,5.06,2.96,0.1,72,11,68,9.56,1.06,4.88,Silty,Sugarcane,49,Poor,NPK 10-26-26,150,Improve deficient nutrients.
27.49,57.23,56,6.89,1.0,1.38,336,27,265,25.42,0.46,2.65,Clay,Potato,91,Excellent,Compost,500,Maintain soil organic matter.
36.67,46.27,49,6.75,1.23,0.52,220,17,199,19.65,1.96,8.39,Laterite,Rice,69,Healthy,DAP,100,Correct moderate nutrient imbalance.
38.17,74.7,51,7.14,0.27,1.13,313,37,197,24.82,0.24,6.04,Sandy,Groundnut,81,Excellent,Compost,500,Maintain soil organic matter.
26.73,77.69,60,6.91,0.53,0.6,288,22,129,6.29,0.8,2.03,Loamy,Cotton,74,Healthy,DAP,100,Correct moderate nutrient imbalance.
33.7,49.81,27,4.53,1.76,0.29,158,10,71,7.16,2.0,2.14,Black,Maize,20,Poor,Vermicompost,150,Improve deficient nutrients.
18.51,32.84,55,7.03,0.6,1.06,394,28,270,26.36,2.15,9.03,Red,Sugarcane,95,Excellent,Compost,500,Maintain soil organic matter.
24.48,60.1,44,6.21,0.66,0.86,193,34,177,15.28,2.46,9.74,Sandy,Tomato,70,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
37.12,31.13,65,6.96,0.99,1.45,409,27,268,26.06,1.86,3.87,Silty,Tomato,95,Excellent,Compost,500,Maintain soil organic matter.
26.34,49.31,61,6.21,0.54,1.23,302,52,276,9.41,1.48,6.34,Silty,Groundnut,95,Excellent,Compost,500,Maintain soil organic matter.
18.55,64.25,33,8.06,1.97,0.24,60,15,116,27.85,2.47,9.39,Loamy,Maize,56,Poor,Urea,150,Improve deficient nutrients.
31.15,75.2,34,8.61,1.87,0.22,142,15,102,12.93,1.1,6.27,Clay,Maize,58,Poor,Vermicompost,150,Improve deficient nutrients.
29.18,38.9,26,4.68,2.55,0.32,71,9,75,10.08,1.52,3.26,Black,Sugarcane,48,Poor,Vermicompost,150,Improve deficient nutrients.
39.35,68.67,59,6.28,0.28,1.15,380,54,299,17.32,0.91,5.52,Sandy,Wheat,80,Excellent,Compost,500,Maintain soil organic matter.
39.1,44.59,56,7.13,1.3,0.57,219,19,183,10.71,1.37,4.49,Sandy,Maize,61,Healthy,DAP,100,Correct moderate nutrient imbalance.
29.66,37.66,36,8.73,1.66,0.41,101,16,113,12.88,1.89,6.09,Clay,Millet,21,Poor,Vermicompost,150,Improve deficient nutrients.
33.18,49.74,54,5.83,1.1,0.7,256,26,220,19.01,2.3,7.19,Sandy,Sugarcane,68,Healthy,DAP,100,Correct moderate nutrient imbalance.
39.22,79.43,47,7.01,0.73,1.46,413,37,306,24.52,0.32,4.27,Clay,Rice,92,Excellent,Compost,500,Maintain soil organic matter.
33.91,68.62,15,5.3,2.25,0.14,127,11,53,27.49,0.45,7.0,Loamy,Wheat,43,Poor,Vermicompost,150,Improve deficient nutrients.
32.4,69.25,45,7.11,0.92,0.8,390,31,196,20.16,0.22,7.12,Loamy,Tomato,97,Excellent,Compost,500,Maintain soil organic matter.
19.37,66.38,59,6.31,0.77,1.19,341,57,308,23.45,1.91,9.43,Laterite,Maize,93,Excellent,Compost,500,Maintain soil organic matter.
18.42,91.48,53,6.96,0.86,1.48,335,27,298,14.39,2.27,8.3,Clay,Millet,90,Excellent,Compost,500,Maintain soil organic matter.
33.25,63.52,40,5.16,1.75,0.26,163,18,69,9.41,1.4,4.81,Black,Cotton,30,Poor,NPK 10-26-26,150,Improve deficient nutrients.
23.26,52.04,60,6.76,0.87,0.99,334,45,246,6.4,0.56,4.36,Black,Sugarcane,91,Excellent,Compost,500,Maintain soil organic matter.
39.56,38.86,35,8.31,1.69,0.19,102,16,75,28.15,2.36,7.36,Clay,Tomato,44,Poor,Vermicompost,150,Improve deficient nutrients.
39.22,65.81,57,6.26,0.99,0.92,376,57,271,26.89,1.95,3.04,Loamy,Rice,92,Excellent,Compost,500,Maintain soil organic matter.
26.15,62.05,45,7.56,0.61,0.62,240,28,120,28.45,1.69,6.62,Black,Soybean,62,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
30.86,88.49,23,8.54,2.44,0.2,109,12,73,12.49,1.68,5.83,Red,Cotton,30,Poor,MOP,150,Improve deficient nutrients.
25.56,77.47,15,4.81,2.23,0.16,52,16,40,23.98,1.76,4.28,Black,Millet,44,Poor,DAP,150,Improve deficient nutrients.
23.27,83.64,40,8.69,2.16,0.44,80,17,103,17.53,1.33,4.97,Black,Sugarcane,41,Poor,DAP,150,Improve deficient nutrients.
40.0,49.99,36,7.21,0.7,0.79,183,27,178,18.89,0.65,4.91,Red,Wheat,73,Healthy,DAP,100,Correct moderate nutrient imbalance.
22.89,37.56,23,5.3,2.67,0.22,141,13,105,27.72,2.46,8.06,Laterite,Sugarcane,39,Poor,MOP,150,Improve deficient nutrients.
22.53,74.44,59,6.9,0.67,1.4,331,37,214,21.13,0.59,8.86,Red,Cotton,90,Excellent,Compost,500,Maintain soil organic matter.
22.87,31.92,48,7.01,0.48,1.15,305,56,282,27.04,0.7,4.04,Loamy,Soybean,95,Excellent,Compost,500,Maintain soil organic matter.
27.86,55.76,40,7.62,0.59,0.75,280,28,181,5.85,2.19,9.77,Black,Rice,76,Healthy,DAP,100,Correct moderate nutrient imbalance.
35.12,68.07,50,6.49,0.76,0.83,388,28,223,28.25,1.89,6.85,Silty,Wheat,95,Excellent,Compost,500,Maintain soil organic matter.
33.62,83.5,39,5.33,2.07,0.16,127,5,117,13.22,0.77,5.52,Laterite,Maize,22,Poor,MOP,150,Improve deficient nutrients.
30.24,92.13,24,4.89,1.63,0.29,124,11,94,6.98,1.45,9.27,Silty,Rice,42,Poor,Vermicompost,150,Improve deficient nutrients.
32.79,71.4,17,8.34,1.79,0.35,105,9,74,14.73,0.49,3.93,Silty,Potato,34,Poor,NPK 10-26-26,150,Improve deficient nutrients.
26.69,40.66,26,8.59,2.18,0.47,77,10,66,7.8,2.42,6.46,Laterite,Potato,32,Poor,Urea,150,Improve deficient nutrients.
23.83,89.64,34,8.42,2.98,0.12,80,15,72,12.84,0.97,7.92,Red,Groundnut,58,Poor,Vermicompost,150,Improve deficient nutrients.
33.52,36.84,59,6.81,0.98,1.22,374,43,296,27.17,0.77,8.82,Silty,Groundnut,90,Excellent,Compost,500,Maintain soil organic matter.
39.69,40.47,47,6.58,0.26,1.32,310,28,296,11.39,2.03,6.0,Silty,Millet,83,Excellent,Compost,500,Maintain soil organic matter.
31.02,72.35,27,5.2,2.76,0.14,55,16,57,18.67,1.28,6.3,Silty,Cotton,25,Poor,DAP,150,Improve deficient nutrients.
24.45,52.46,49,5.86,1.05,0.81,283,18,212,8.61,0.79,9.75,Red,Tomato,70,Healthy,DAP,100,Correct moderate nutrient imbalance.
29.77,44.36,46,6.69,0.93,1.41,393,30,242,6.22,2.43,6.99,Loamy,Soybean,83,Excellent,Compost,500,Maintain soil organic matter.
31.1,93.62,62,6.99,0.53,0.87,354,33,287,14.94,1.69,8.7,Sandy,Rice,80,Excellent,Compost,500,Maintain soil organic matter.
33.55,50.76,50,6.71,0.51,0.84,312,47,295,26.65,1.58,9.32,Laterite,Rice,83,Excellent,Compost,500,Maintain soil organic matter.
36.46,77.27,36,6.86,1.4,0.6,243,25,194,9.51,0.69,4.93,Sandy,Rice,64,Healthy,DAP,100,Correct moderate nutrient imbalance.
19.73,36.62,46,6.91,1.36,0.77,200,17,177,20.59,0.26,9.63,Red,Sugarcane,60,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
37.8,81.84,46,6.3,0.86,0.9,343,53,238,19.09,2.11,2.23,Clay,Tomato,94,Excellent,Compost,500,Maintain soil organic matter.
25.81,93.03,48,7.68,1.5,0.88,278,25,150,20.21,2.03,8.63,Loamy,Sugarcane,75,Healthy,DAP,100,Correct moderate nutrient imbalance.
39.86,65.66,51,6.67,0.92,0.78,281,24,159,5.65,0.66,3.59,Laterite,Rice,76,Healthy,DAP,100,Correct moderate nutrient imbalance.
30.87,62.67,16,8.6,1.69,0.23,86,8,64,14.02,0.44,6.64,Laterite,Soybean,41,Poor,Vermicompost,150,Improve deficient nutrients.
30.2,68.28,64,7.06,0.24,0.9,289,29,307,19.5,1.25,3.31,Sandy,Potato,100,Excellent,Compost,500,Maintain soil organic matter.
23.24,42.26,53,7.46,0.53,0.7,222,29,176,25.42,1.22,6.09,Laterite,Groundnut,65,Healthy,DAP,100,Correct moderate nutrient imbalance.
38.5,45.98,70,7.13,0.26,1.22,292,54,210,24.72,1.05,4.02,Black,Sugarcane,92,Excellent,Compost,500,Maintain soil organic matter.
35.6,94.88,34,8.04,2.23,0.38,176,5,103,25.78,0.99,4.09,Red,Rice,52,Poor,NPK 10-26-26,150,Improve deficient nutrients.
19.33,52.81,32,4.64,2.99,0.19,97,11,99,27.99,2.15,8.65,Black,Groundnut,34,Poor,MOP,150,Improve deficient nutrients.
32.72,69.39,26,4.69,1.67,0.14,111,5,62,20.22,0.91,5.82,Black,Rice,38,Poor,NPK 10-26-26,150,Improve deficient nutrients.
30.24,38.17,43,6.97,0.78,0.84,273,34,150,28.1,1.22,6.58,Sandy,Groundnut,60,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
25.56,80.19,40,5.03,1.53,0.11,116,17,50,22.4,2.49,5.17,Loamy,Groundnut,26,Poor,DAP,150,Improve deficient nutrients.
38.82,48.74,57,6.45,1.41,0.58,272,33,158,28.65,1.72,9.46,Red,Maize,72,Healthy,DAP,100,Correct moderate nutrient imbalance.
39.41,65.08,49,7.17,0.42,1.5,288,37,289,12.87,1.68,6.91,Silty,Sugarcane,97,Excellent,Compost,500,Maintain soil organic matter.
21.03,89.24,63,6.34,0.9,1.42,320,48,282,23.86,2.1,9.1,Red,Millet,82,Excellent,Compost,500,Maintain soil organic matter.
24.88,81.0,29,8.14,1.57,0.15,91,11,63,15.82,2.41,9.04,Black,Soybean,34,Poor,NPK 10-26-26,150,Improve deficient nutrients.
32.38,54.47,19,5.34,1.82,0.5,59,9,83,27.18,0.66,5.4,Silty,Sugarcane,56,Poor,NPK 10-26-26,150,Improve deficient nutrients.
25.66,44.13,56,7.09,0.66,1.18,284,52,228,21.66,2.27,8.47,Loamy,Soybean,85,Excellent,Compost,500,Maintain soil organic matter.
27.37,35.73,26,5.21,1.71,0.33,167,7,71,9.76,1.26,7.01,Clay,Groundnut,45,Poor,MOP,150,Improve deficient nutrients.
35.0,43.63,31,5.47,1.53,0.47,109,18,73,13.56,0.35,7.24,Sandy,Cotton,42,Poor,NPK 10-26-26,150,Improve deficient nutrients.
35.9,88.73,51,7.15,0.6,1.43,306,40,289,13.88,2.0,6.64,Loamy,Potato,99,Excellent,Compost,500,Maintain soil organic matter.
27.85,41.57,19,8.99,2.94,0.24,90,14,108,23.12,2.39,9.15,Clay,Potato,34,Poor,MOP,150,Improve deficient nutrients.
19.07,65.36,16,8.25,2.89,0.4,72,11,44,29.09,0.88,2.86,Sandy,Tomato,40,Poor,NPK 10-26-26,150,Improve deficient nutrients.
28.09,30.3,31,5.07,1.93,0.12,135,12,107,12.5,2.38,5.31,Silty,Millet,36,Poor,MOP,150,Improve deficient nutrients.
36.55,82.52,43,6.24,0.73,0.51,207,25,216,14.09,1.13,5.61,Laterite,Maize,78,Healthy,DAP,100,Correct moderate nutrient imbalance.
32.97,89.96,52,5.99,1.22,0.82,275,16,171,27.7,1.78,3.46,Clay,Sugarcane,67,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
31.0,47.45,34,8.1,2.15,0.33,115,18,71,6.13,1.44,4.49,Silty,Tomato,55,Poor,Vermicompost,150,Improve deficient nutrients.
26.97,78.6,47,7.06,0.75,1.08,361,38,225,13.44,2.41,8.41,Laterite,Cotton,87,Excellent,Compost,500,Maintain soil organic matter.
30.18,77.26,60,6.44,0.89,0.99,290,46,235,7.17,0.82,9.53,Black,Groundnut,88,Excellent,Compost,500,Maintain soil organic matter.
30.74,80.87,49,7.32,0.66,0.53,238,29,199,8.31,1.91,8.18,Silty,Rice,65,Healthy,DAP,100,Correct moderate nutrient imbalance.
35.08,73.54,17,8.53,2.21,0.11,74,12,90,9.58,1.06,6.23,Clay,Potato,32,Poor,Urea,150,Improve deficient nutrients.
38.08,64.64,57,6.43,1.0,1.43,395,49,293,6.3,0.25,8.59,Black,Tomato,84,Excellent,Compost,500,Maintain soil organic matter.
20.01,62.77,52,6.48,0.67,1.41,299,57,212,19.59,0.62,5.45,Sandy,Sugarcane,91,Excellent,Compost,500,Maintain soil organic matter.
35.43,43.77,21,4.83,2.43,0.31,61,14,50,20.23,1.71,7.2,Red,Groundnut,26,Poor,MOP,150,Improve deficient nutrients.
37.77,53.87,49,6.51,0.99,1.15,331,33,218,19.33,1.72,4.0,Loamy,Rice,99,Excellent,Compost,500,Maintain soil organic matter.
19.91,82.62,40,7.3,0.86,0.73,274,34,146,17.08,1.63,3.03,Loamy,Rice,75,Healthy,DAP,100,Correct moderate nutrient imbalance.
18.29,87.6,70,6.61,0.73,1.42,408,55,320,12.07,0.84,5.78,Red,Millet,95,Excellent,Compost,500,Maintain soil organic matter.
23.11,64.27,57,6.3,0.38,0.98,417,26,190,26.49,0.25,9.44,Loamy,Sugarcane,98,Excellent,Compost,500,Maintain soil organic matter.
39.54,80.12,28,8.4,2.76,0.46,99,8,89,18.81,1.26,2.94,Red,Millet,20,Poor,DAP,150,Improve deficient nutrients.
30.33,51.64,59,6.31,0.23,1.11,282,38,298,28.68,2.04,7.55,Silty,Potato,90,Excellent,Compost,500,Maintain soil organic matter.
24.09,84.6,37,8.37,2.77,0.33,160,6,81,24.76,2.1,4.75,Loamy,Maize,57,Poor,Vermicompost,150,Improve deficient nutrients.
21.8,72.59,58,6.17,1.04,0.81,258,26,178,16.26,1.27,2.32,Sandy,Millet,74,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
34.75,31.02,63,7.12,0.95,0.89,299,28,309,9.46,2.3,3.75,Black,Maize,96,Excellent,Compost,500,Maintain soil organic matter.
18.76,33.2,45,7.19,0.6,1.44,319,30,255,9.44,2.05,3.49,Silty,Rice,91,Excellent,Compost,500,Maintain soil organic matter.
37.17,52.79,28,4.51,1.73,0.43,156,7,111,11.84,1.49,4.59,Silty,Soybean,59,Poor,DAP,150,Improve deficient nutrients.
31.5,51.18,46,7.65,1.43,0.78,272,25,141,18.99,0.51,5.76,Loamy,Maize,65,Healthy,DAP,100,Correct moderate nutrient imbalance.
22.75,32.68,35,6.41,1.26,0.52,292,18,205,16.8,0.93,4.62,Sandy,Soybean,62,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
25.38,87.66,51,7.11,0.55,1.22,310,41,229,17.51,2.0,8.94,Clay,Rice,83,Excellent,Compost,500,Maintain soil organic matter.
39.33,73.62,57,6.53,0.68,1.12,409,27,298,10.95,1.75,2.52,Clay,Millet,84,Excellent,Compost,500,Maintain soil organic matter.
28.14,82.5,35,6.73,1.19,0.66,245,29,215,10.32,0.88,2.27,Red,Groundnut,78,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
34.04,63.79,17,5.34,1.55,0.45,58,10,92,5.1,1.33,7.1,Sandy,Rice,55,Poor,Urea,150,Improve deficient nutrients.
28.14,92.96,29,5.1,2.7,0.34,177,9,83,27.92,1.46,5.84,Sandy,Potato,25,Poor,Vermicompost,150,Improve deficient nutrients.
39.0,61.07,37,8.95,1.87,0.44,166,14,97,6.75,0.96,5.68,Red,Cotton,29,Poor,Urea,150,Improve deficient nutrients.
22.4,32.57,56,7.0,0.72,0.71,181,20,215,18.68,1.85,5.79,Sandy,Cotton,79,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
18.89,80.34,25,8.77,2.8,0.11,120,14,111,15.87,2.02,9.0,Clay,Maize,26,Poor,MOP,150,Improve deficient nutrients.
22.11,41.67,65,6.38,0.84,1.39,395,26,298,12.37,0.63,8.56,Red,Cotton,97,Excellent,Compost,500,Maintain soil organic matter.
36.57,71.81,67,7.08,0.37,0.82,350,39,312,14.13,2.38,7.25,Loamy,Potato,83,Excellent,Compost,500,Maintain soil organic matter.
20.05,30.58,36,8.04,2.84,0.23,76,12,54,29.42,1.73,4.57,Silty,Soybean,30,Poor,MOP,150,Improve deficient nutrients.
39.34,92.61,48,6.88,0.32,1.02,313,29,285,12.52,1.32,7.36,Sandy,Groundnut,96,Excellent,Compost,500,Maintain soil organic matter.
26.2,64.36,28,5.4,1.91,0.21,101,7,83,5.11,1.22,3.21,Loamy,Groundnut,56,Poor,MOP,150,Improve deficient nutrients.
31.52,36.25,15,8.67,1.52,0.42,110,10,73,14.77,2.11,2.22,Sandy,Maize,59,Poor,Urea,150,Improve deficient nutrients.
18.57,78.27,24,4.89,2.61,0.49,42,12,67,14.59,1.47,3.08,Red,Maize,46,Poor,Vermicompost,150,Improve deficient nutrients.
23.67,36.11,54,6.94,1.24,0.76,237,32,172,28.21,1.84,8.86,Red,Sugarcane,69,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
30.46,76.08,70,6.76,0.99,1.41,331,49,269,13.65,0.38,7.94,Sandy,Millet,85,Excellent,Compost,500,Maintain soil organic matter.
23.22,46.11,17,4.62,2.84,0.38,83,15,116,29.38,1.47,3.92,Laterite,Cotton,20,Poor,Urea,150,Improve deficient nutrients.
20.48,61.47,43,6.38,1.09,0.5,195,25,132,21.18,1.58,9.3,Red,Groundnut,70,Healthy,DAP,100,Correct moderate nutrient imbalance.
19.27,47.71,50,6.93,0.71,0.64,210,34,196,19.23,2.26,2.76,Sandy,Wheat,78,Healthy,DAP,100,Correct moderate nutrient imbalance.
25.34,89.22,30,8.02,2.59,0.39,48,9,52,23.37,1.84,2.16,Sandy,Soybean,32,Poor,NPK 10-26-26,150,Improve deficient nutrients.
28.74,84.16,57,6.3,1.06,0.6,269,23,148,13.44,1.45,7.43,Sandy,Millet,75,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
23.16,71.26,34,8.05,2.62,0.16,151,18,42,8.65,1.2,3.22,Clay,Cotton,49,Poor,NPK 10-26-26,150,Improve deficient nutrients.
32.35,30.19,66,7.08,0.78,0.88,405,32,199,29.95,2.36,6.09,Laterite,Sugarcane,94,Excellent,Compost,500,Maintain soil organic matter.
31.44,71.63,54,6.41,1.26,0.77,256,26,172,16.13,1.9,3.87,Silty,Sugarcane,79,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
23.27,46.85,57,7.07,0.71,1.46,396,39,257,8.85,1.18,3.68,Laterite,Potato,86,Excellent,Compost,500,Maintain soil organic matter.
34.81,77.08,57,7.18,0.3,1.11,406,35,256,11.39,0.23,3.67,Laterite,Tomato,99,Excellent,Compost,500,Maintain soil organic matter.
27.36,65.41,43,6.69,1.35,0.69,189,16,134,8.96,1.37,4.65,Clay,Cotton,77,Healthy,DAP,100,Correct moderate nutrient imbalance.
38.94,71.7,36,8.55,1.59,0.44,163,8,115,13.81,0.81,6.44,Sandy,Tomato,24,Poor,MOP,150,Improve deficient nutrients.
28.57,76.72,58,6.14,0.74,0.62,287,29,202,20.51,1.17,8.01,Silty,Tomato,69,Healthy,DAP,100,Correct moderate nutrient imbalance.
35.12,58.38,20,4.64,1.7,0.43,105,13,105,29.89,2.01,5.79,Black,Groundnut,46,Poor,MOP,150,Improve deficient nutrients.
